ER30001,ER30002,CP_FLAG,CDS97KID,CDS02KID,CDS07KID,TA05KID,TA05_RESP,TA05_PSID,TA07KID,TA07_RESP,TA07_PSID,TA09KID,TA09_RESP,TA09_PSID,TA11KID,TA11_RESP,TA11_PSID,PCGID_97,PCGPN_97,PCG97_REL,OCGID_97,OCGPN_97,OCG97_REL,PCGID_02,PCGPN_02,PCG02_REL,OCGID_02,OCGPN_02,OCG02_REL,PCGID_07,PCGPN_07,PCG07_REL,OCGID_07,OCGPN_07,OCG07_REL
433,34,1,1,,1,,,,,,,1,3,4638,1,3,8259,433,8,1,433,173,2,,,,,,,433,8,1,,,
433,37,1,1,,,,,,,,,,,,,,,433,174,1,433,5,2,,,,,,,,,,,,
433,38,1,1,1,1,,,,,,,,,,,,,433,175,1,433,30,2,433,175,1,433,30,2,433,175,1,433,30,2
433,40,1,1,1,1,,,,,,,,,,,,,433,175,1,433,30,2,433,175,1,433,30,2,433,175,1,433,30,2
452,37,1,1,1,1,,,,,,,,,,,,,452,177,1,452,31,2,452,177,1,452,31,2,452,177,1,452,31,2
452,38,1,1,1,1,,,,,,,,,,,,,452,30,1,,,,452,30,1,,,,452,30,1,,,
452,178,1,1,,,,,,,,,,,,,,,452,177,1,452,31,,,,,,,,,,,,,
452,187,1,1,,,,,,,,,,,,,,,452,179,1,452,186,2,,,,,,,,,,,,
455,32,1,1,,,1,3,7630,,,,1,2,8567,1,2,19,455,3,1,455,173,2,,,,,,,,,,,,
455,33,1,1,,,,,,,,,1,1,8456,1,1,1163,455,3,1,455,173,2,,,,,,,,,,,,
455,34,1,1,1,1,,,,,,,,,,,,,455,30,1,455,180,2,455,30,1,455,180,2,455,30,1,455,180,2
459,31,1,1,1,1,,,,,,,,,,1,3,838,459,170,1,459,4,2,459,170,1,459,4,2,459,170,1,459,4,2
465,33,1,1,1,,,,,,,,1,3,6009,1,1,6337,465,30,1,,,,465,30,1,465,179,,,,,,,
465,34,1,1,1,1,,,,,,,,,,,,,465,30,1,,,,465,30,1,465,179,,465,30,1,465,179,
473,35,1,1,1,,1,1,5891,1,1,5255,1,2,7572,1,2,1000,473,4,1,473,176,,473,4,1,,,,,,,,,
473,36,1,1,1,1,,,,,,,,,,,,,473,177,1,473,172,2,473,177,1,473,172,2,473,177,1,473,172,2
478,38,1,1,1,,1,3,7642,1,1,6462,1,1,2251,1,1,4241,478,30,1,,,,478,30,1,,,,,,,,,
478,39,1,1,1,1,,,,,,,1,1,5969,1,1,4768,478,30,1,,,,478,30,1,478,177,2,478,4,3,,,
478,40,1,1,1,1,,,,,,,,,,,,,478,36,1,478,179,2,478,36,1,478,179,2,478,36,1,478,179,2
479,30,1,1,1,1,,,,,,,,,,1,3,5812,479,170,1,479,3,2,479,170,1,479,3,2,479,170,1,479,3,2
479,31,1,1,1,1,,,,,,,,,,,,,479,170,1,479,3,2,479,170,1,479,3,2,479,170,1,479,3,2
486,30,1,1,1,1,,,,,,,,,,1,3,1872,486,171,1,486,4,2,486,171,1,486,4,2,486,171,1,486,4,2
486,31,1,1,1,1,,,,,,,,,,,,,486,170,,486,3,,486,170,,486,3,,486,170,,,,
487,35,1,1,1,,1,3,186,1,3,994,1,1,5295,1,2,3184,487,170,1,487,5,2,487,170,1,487,5,2,,,,,,
487,36,1,1,,,,,,,,,,,,,,,487,175,1,487,6,2,,,,,,,,,,,,
487,176,1,1,,,,,,,,,,,,,,,487,175,1,487,6,2,,,,,,,,,,,,
490,32,1,1,1,1,,,,,,,,,,,,,490,172,1,490,3,2,490,172,1,490,174,,490,172,1,,,
495,34,1,1,1,1,,,,,,,,,,1,3,1309,495,171,2,,,,495,33,1,495,175,,495,33,1,495,175,
495,35,1,1,1,1,,,,,,,,,,,,,495,33,1,,,,495,33,1,495,175,,495,33,1,495,175,
495,36,1,1,1,1,,,,,,,,,,,,,495,30,1,495,170,2,495,30,1,495,170,2,495,30,1,495,170,2
495,174,1,1,,,,,,,,,,,,,,,495,173,1,495,31,,,,,,,,,,,,,
496,31,1,1,1,1,,,,,,,,,,,,,496,180,1,496,4,3,496,180,1,,,,496,180,1,496,187,2
496,32,1,1,1,1,,,,,,,,,,,,,496,185,1,496,179,2,496,185,1,496,179,2,496,185,1,496,179,2
496,183,1,1,,,1,3,7031,1,3,481,1,3,74,1,3,4896,496,6,1,496,182,2,,,,,,,,,,,,
496,184,1,1,,,1,3,7031,1,1,7858,,,,,,,496,6,1,496,182,2,,,,,,,,,,,,
503,173,1,1,,,,,,,,,,,,,,,503,172,1,,,,,,,,,,,,,,,
508,31,1,1,1,,1,3,4678,1,3,4274,1,2,4749,1,2,6558,508,4,1,508,172,2,508,4,1,508,172,2,,,,,,
508,32,1,1,1,1,,,,,,,1,3,2265,1,2,8416,508,4,1,508,172,2,508,4,1,508,172,2,508,4,1,508,172,2
508,33,1,1,1,,,,,,,,,,,,,,508,175,1,508,3,2,508,175,1,508,3,2,,,,,,
510,31,1,1,1,1,,,,,,,,,,,,,510,30,1,510,170,2,510,30,1,510,170,2,510,30,1,510,170,2
512,31,1,1,,,,,,,,,,,,,,,512,2,1,512,170,2,,,,,,,,,,,,
517,30,1,1,1,,,,,1,3,4414,1,3,4545,1,3,3471,517,4,1,517,170,2,517,4,1,517,170,2,,,,,,
517,31,1,1,1,1,,,,,,,1,3,4545,1,3,3471,517,4,1,517,170,2,517,4,1,517,170,2,517,170,2,517,4,1
517,32,1,1,1,1,,,,,,,,,,1,3,835,517,6,1,,,,517,3,,517,2,3,517,2,3,517,1,4
517,33,1,1,1,1,,,,,,,,,,1,3,2683,517,5,1,517,172,2,517,5,1,517,172,2,517,5,1,517,172,2
517,34,1,1,1,1,,,,,,,,,,,,,517,5,1,517,172,2,517,5,1,517,172,2,517,5,1,517,172,2
534,32,1,1,1,1,,,,,,,,,,,,,534,31,1,534,171,2,534,31,1,534,171,2,534,31,1,534,171,2
544,32,1,1,1,1,,,,,,,,,,1,3,1649,544,170,1,544,21,2,544,170,1,544,21,2,544,21,2,544,31,
548,35,1,1,,,,,,1,1,5011,1,1,221,1,1,4299,548,185,,548,10,2,,,,,,,,,,,,
548,36,1,1,1,,1,3,2201,1,3,2168,1,3,964,1,1,8293,548,175,1,548,8,2,548,175,1,548,8,2,,,,,,
548,37,1,1,1,,,,,,,,,,,,,,548,182,1,548,9,2,548,182,1,548,9,2,,,,,,
548,38,1,1,1,,,,,,,,,,,,,,548,182,1,548,9,2,548,182,1,548,9,2,,,,,,
548,39,1,1,1,1,,,,,,,,,,,,,548,183,1,548,7,2,548,183,1,548,7,2,548,183,1,548,7,2
548,40,1,1,1,1,,,,,,,,,,,,,548,183,1,548,7,2,548,183,1,548,7,2,548,183,1,548,7,2
548,189,1,1,,,,,,,,,,,,,,,548,176,1,548,188,2,,,,,,,,,,,,
556,36,1,1,,1,,,,,,,,,,,,,556,174,1,556,30,2,,,,,,,556,174,1,556,30,2
556,37,1,1,1,1,,,,,,,,,,,,,556,177,1,556,33,2,556,177,1,556,33,2,556,177,1,556,33,2
557,176,1,1,1,1,,,,,,,1,3,4869,1,3,6926,557,30,1,557,175,2,557,30,1,557,175,2,557,30,1,557,175,2
557,177,1,1,1,1,,,,,,,,,,1,3,6926,557,30,1,557,175,2,557,30,1,557,175,2,557,30,1,557,175,2
563,43,1,1,1,1,,,,,,,1,3,1836,,,,563,183,1,563,6,2,563,183,1,563,6,2,563,183,1,563,6,2
563,44,1,1,,1,,,,,,,1,3,1741,,,,563,32,1,563,5,3,,,,,,,563,32,1,563,192,
563,45,1,1,1,1,,,,,,,,,,,,,563,183,1,563,6,2,563,183,1,563,6,2,563,183,1,563,6,2
563,46,1,1,,1,,,,,,,,,,,,,563,32,1,563,5,3,,,,,,,563,32,1,563,192,2
563,47,1,1,1,1,,,,,,,,,,,,,563,40,1,563,188,2,563,40,1,563,194,,563,40,1,563,194,
564,34,1,1,1,,,,,,,,,,,,,,564,32,1,,,,564,32,1,564,3,3,,,,,,
565,31,1,1,,,,,,,,,,,,,,,565,178,1,,,,,,,,,,,,,,,
565,32,1,1,1,1,,,,,,,1,3,2894,1,3,8218,565,4,1,565,173,2,565,4,1,565,173,2,565,4,1,565,173,2
565,33,1,1,,,,,,,,,,,,,,,565,178,1,,,,,,,,,,,,,,,
565,34,1,1,1,1,,,,,,,,,,,,,565,4,1,565,173,2,565,4,1,565,173,2,565,4,1,565,173,2
567,177,1,1,,,,,,,,,,,,,,,567,174,1,567,173,3,,,,,,,,,,,,
569,31,1,1,,,1,3,6668,1,3,618,1,1,2576,1,1,6398,569,4,1,,,,,,,,,,,,,,,
569,32,1,1,,,,,,1,3,618,1,3,8534,1,3,6788,569,4,1,,,,,,,,,,,,,,,
570,35,1,1,1,,1,3,3424,1,3,7512,1,3,7421,1,3,7685,570,8,1,570,171,2,570,8,1,570,171,2,,,,,,
570,36,1,1,1,1,,,,,,,,,,1,3,7685,570,8,1,570,171,2,570,8,1,570,171,2,570,171,2,570,8,1
573,33,1,1,1,,1,3,4666,1,3,7070,1,3,7761,1,2,2024,573,4,1,573,171,2,573,4,1,573,171,2,,,,,,
573,35,1,1,1,1,,,,,,,1,3,7761,1,3,345,573,4,1,573,171,2,573,4,1,573,171,2,573,4,1,573,171,2
577,32,1,1,1,1,,,,,,,1,3,8431,1,2,5438,577,4,1,577,174,2,577,4,1,577,174,2,577,4,1,577,174,2
581,172,1,1,1,,,,,1,3,580,1,3,563,1,3,117,581,171,1,581,3,2,581,171,1,,,,,,,,,
581,173,1,1,1,,,,,,,,1,2,4885,1,2,694,581,171,1,581,3,2,581,171,1,,,,,,,,,
582,32,1,1,1,,1,3,3197,1,3,1499,1,1,5413,1,1,8193,582,173,1,582,3,2,582,173,1,582,3,2,,,,,,
582,33,1,1,1,,,,,1,3,1499,1,3,2465,1,1,2427,582,173,1,582,3,2,582,173,1,582,3,2,,,,,,
582,34,1,1,1,1,,,,,,,,,,1,3,2500,582,174,1,582,4,2,582,174,1,582,4,2,582,174,1,582,4,2
593,30,1,1,1,1,,,,,,,,,,1,3,1255,593,4,1,593,171,2,593,4,1,593,171,2,593,4,1,593,171,2
593,31,1,1,1,1,,,,,,,,,,,,,593,170,1,593,3,2,593,170,1,593,3,2,593,170,1,593,3,2
593,33,1,1,1,1,,,,,,,,,,,,,593,4,1,593,171,2,593,4,1,593,171,2,593,4,1,593,171,2
597,35,1,1,1,,,,,1,3,6411,1,1,7157,,,,597,176,1,597,5,2,597,176,1,597,5,2,,,,,,
597,36,1,1,1,1,,,,,,,,,,1,3,8248,597,176,1,597,5,2,597,176,1,597,5,2,597,176,1,597,35,
597,37,1,1,,1,,,,,,,,,,,,,597,178,1,597,30,2,,,,,,,597,178,1,597,30,2
602,34,1,1,1,,,,,1,3,1811,1,3,3497,1,2,5832,602,178,,602,177,,602,178,,602,177,,,,,,,
602,35,1,1,1,1,,,,,,,,,,,,,602,184,1,602,32,2,602,184,1,,,,602,184,1,,,
605,31,1,1,1,1,,,,,,,,,,,,,605,3,1,605,170,2,605,3,1,605,170,2,605,3,1,605,170,2
607,40,1,1,,,1,3,7364,1,3,8014,,,,,,,607,174,1,,,,,,,,,,,,,,,
607,42,1,1,1,1,,,,,,,1,3,8668,,,,607,174,1,,,,607,174,1,607,183,,607,174,1,607,183,
608,186,1,1,1,1,,,,,,,1,3,5905,1,2,6672,608,8,1,608,185,2,608,8,1,608,185,2,608,185,2,,,
610,33,1,1,1,,,,,1,3,4306,1,1,4550,1,2,2884,610,173,1,610,175,,610,173,1,610,175,,,,,,,
613,31,1,1,1,1,,,,,,,,,,,,,613,5,1,613,174,2,613,5,1,613,174,2,613,5,1,613,174,2
620,33,1,1,1,,1,3,4529,1,3,1400,1,3,2947,1,3,3434,620,4,1,620,171,2,620,4,1,620,171,2,,,,,,
620,35,1,1,1,1,,,,,,,1,3,2947,1,3,3434,620,4,1,620,171,2,620,4,1,620,171,2,620,4,1,620,171,2
620,37,1,1,1,1,,,,,,,1,3,3499,1,3,6120,620,6,1,620,173,2,620,6,1,620,173,2,620,6,1,620,173,2
620,39,1,1,1,1,,,,,,,,,,,,,620,6,1,620,173,2,620,6,1,620,173,2,620,6,1,620,173,2
624,172,1,1,1,,,,,1,3,6477,1,1,4744,1,1,3821,624,3,1,624,170,,624,3,1,624,174,,,,,,,
624,173,1,1,1,,,,,,,,1,1,187,1,1,5337,624,3,1,624,170,,624,3,1,624,174,,,,,,,
625,30,1,1,1,,,,,,,,,,,,,,625,172,1,625,3,2,625,3,2,625,172,1,,,,,,
625,31,1,1,1,,,,,1,3,2579,,,,1,1,6537,625,5,1,625,175,2,625,5,1,625,175,2,,,,,,
625,32,1,1,1,1,,,,,,,,,,1,3,5477,625,5,1,625,175,2,625,5,1,625,175,2,625,5,1,625,175,2
626,44,1,1,1,1,,,,,,,1,3,5927,1,3,1825,626,34,1,,,,626,34,1,,,,626,34,1,626,207,
626,45,1,1,1,1,,,,,,,,,,,,,626,3,1,626,184,2,626,3,1,626,184,2,626,3,1,,,
626,47,1,1,1,1,,,,,,,,,,,,,626,34,1,,,,626,34,1,,,,626,34,1,626,207,
626,48,1,1,1,,,,,,,,,,,,,,626,188,1,626,31,2,626,188,1,626,31,2,,,,,,
626,189,1,1,1,,,,,,,,,,,,,,626,188,1,626,31,2,626,188,1,626,31,2,,,,,,
628,34,1,1,1,,,,,,,,,,,,,,628,30,1,,,,628,30,1,,,,,,,,,
630,33,1,1,1,,1,3,4551,1,3,3489,1,3,3278,1,1,4951,630,171,1,630,21,2,630,171,1,630,21,2,,,,,,
631,35,1,1,1,,1,3,966,1,3,5918,1,3,6603,1,1,4844,631,179,,631,171,2,631,171,2,,,,,,,,,
632,176,1,1,1,,,,,1,3,4816,1,3,4760,1,1,7089,632,173,1,632,178,,632,3,2,,,,,,,,,
632,177,1,1,1,1,,,,,,,,,,1,3,1014,632,173,1,632,178,,632,173,1,,,,632,173,1,632,3,2
633,41,1,1,1,1,,,,,,,,,,,,,633,30,1,633,183,2,633,30,1,633,183,2,633,30,1,,,
633,42,1,1,1,1,,,,,,,,,,,,,633,30,1,633,183,2,633,30,1,633,183,2,633,30,1,,,
634,31,1,1,1,,1,3,1938,1,3,1484,1,3,208,1,2,7181,634,7,1,634,175,,634,7,1,634,175,,,,,,,
634,32,1,1,1,1,,,,,,,1,3,1007,1,3,5188,634,7,1,634,175,2,634,7,1,634,175,2,634,7,1,634,175,2
634,34,1,1,1,1,,,,,,,,,,,,,634,6,,634,173,,634,6,,634,173,,634,6,,634,173,
636,31,1,1,1,,1,3,109,1,1,2275,1,1,6512,1,1,5320,636,170,1,636,3,2,636,2,5,,,,,,,,,
636,33,1,1,1,1,,,,,,,,,,1,3,2415,636,170,1,636,3,2,636,170,1,636,3,2,636,3,2,,,
639,32,1,1,1,,1,1,6721,,,,1,1,7774,,,,639,175,1,639,186,,639,175,1,639,186,,,,,,,
644,31,1,1,1,,1,3,67,1,3,10,1,1,3854,1,1,57,644,170,1,644,21,2,644,170,1,644,21,2,,,,,,
647,33,1,1,,,1,3,7458,1,3,5734,1,1,2990,1,1,6930,647,170,1,647,3,2,,,,,,,,,,,,
647,34,1,1,,,1,3,7458,1,2,6789,1,2,2780,1,2,8528,647,170,1,647,3,2,,,,,,,,,,,,
649,32,1,1,1,,,,,1,3,7710,1,3,353,,,,649,171,2,649,174,,649,30,1,649,171,2,,,,,,
649,33,1,1,1,1,,,,,,,1,3,353,,,,649,171,2,649,174,,649,30,1,649,171,2,649,30,1,649,171,2
649,34,1,1,,,,,,,,,,,,,,,649,31,1,649,173,2,,,,,,,,,,,,
650,178,1,1,,,,,,,,,,,,,,,650,172,1,650,177,2,,,,,,,,,,,,
652,33,1,1,1,,,,,,,,,,,,,,652,171,1,652,5,2,652,171,1,652,5,2,,,,,,
652,34,1,1,1,1,,,,,,,1,3,676,1,3,3101,652,3,1,652,170,2,652,3,1,652,170,2,652,3,1,652,170,2
652,35,1,1,1,,,,,,,,,,,,,,652,171,1,652,5,2,652,171,1,652,5,2,,,,,,
652,37,1,1,1,1,,,,,,,,,,,,,652,173,1,652,6,2,652,173,1,652,6,2,652,173,1,652,6,2
654,32,1,1,1,,,,,,,,,,,,,,654,30,1,,,,654,30,1,,,,,,,,,
654,33,1,1,1,,,,,,,,,,,,,,654,30,1,,,,654,30,1,,,,,,,,,
655,30,1,1,1,1,,,,,,,,,,,,,655,172,1,655,3,2,655,172,1,655,3,2,655,172,1,655,3,2
655,31,1,1,1,1,,,,,,,,,,,,,655,172,1,655,3,2,655,172,1,655,3,2,655,172,1,655,3,2
656,31,1,1,1,,1,3,473,1,3,773,1,2,5562,1,1,2209,656,4,1,656,172,2,656,4,1,656,172,2,,,,,,
656,33,1,1,1,,,,,1,3,3923,1,3,1657,,,,656,5,1,656,173,2,656,5,1,656,173,2,,,,,,
656,34,1,1,1,1,,,,,,,1,3,1657,1,3,1,656,5,1,656,173,2,656,5,1,656,173,2,656,5,1,656,173,2
656,35,1,1,1,1,,,,,,,,,,,,,656,4,1,656,172,2,656,4,1,656,172,2,656,4,1,656,172,2
664,30,1,1,1,,1,3,3426,1,1,3401,1,1,554,1,1,4193,664,8,1,664,174,2,664,8,1,664,174,2,,,,,,
664,32,1,1,1,,1,3,2105,1,3,4057,1,3,4214,1,3,5311,664,175,1,664,7,2,664,175,1,,,,,,,,,
664,34,1,1,1,,,,,1,3,4057,1,3,4214,1,3,5311,664,175,1,664,7,2,664,175,1,,,,,,,,,
664,35,1,1,1,,,,,1,3,2047,1,3,1892,1,1,6242,664,8,1,664,174,2,664,8,1,664,174,2,,,,,,
672,172,1,1,,,1,2,7167,1,1,7541,1,1,4072,1,1,6390,672,3,1,672,171,2,,,,,,,,,,,,
672,174,1,1,1,,,,,1,1,3280,1,1,1019,1,2,4030,672,3,1,672,171,2,672,3,1,672,171,2,,,,,,
673,32,1,1,1,,1,3,3938,,,,,,,,,,673,172,1,673,1,2,673,172,1,673,1,2,,,,,,
673,33,1,1,1,1,,,,,,,,,,,,,673,30,1,673,175,2,673,30,1,673,2,3,673,30,1,673,177,
673,174,1,1,1,,1,3,3938,1,2,7352,1,2,8107,,,,673,172,1,673,1,2,673,172,1,673,1,2,,,,,,
674,30,1,1,1,1,,,,,,,,,,,,,674,5,1,674,170,2,674,5,1,674,170,2,674,5,1,,,
674,31,1,1,1,1,,,,,,,,,,,,,674,171,1,674,3,2,674,171,1,674,3,2,674,171,1,,,
677,34,1,1,1,,1,3,5185,1,3,3460,1,3,1086,,,,677,172,1,677,5,2,677,172,1,677,5,2,,,,,,
677,37,1,1,1,,,,,,,,,,,,,,677,182,1,,,,677,182,1,677,187,,,,,,,
686,36,1,1,1,1,,,,,,,,,,,,,686,33,1,686,171,3,686,33,1,686,171,3,686,33,1,686,171,3
687,171,1,1,1,,1,3,742,,,,,,,,,,687,3,1,687,2,3,687,3,1,687,170,,,,,,,
691,30,1,1,1,,1,3,4991,1,3,5290,1,1,5136,1,1,206,691,171,1,,,,691,171,1,,,,,,,,,
691,31,1,1,,,1,3,5938,1,3,5686,1,3,2008,1,3,186,691,170,1,691,4,2,,,,,,,,,,,,
691,32,1,1,1,,,,,1,3,5290,1,3,3619,1,3,154,691,171,1,,,,691,171,1,,,,,,,,,
691,33,1,1,,,,,,1,3,6980,1,3,1899,1,1,2125,691,170,1,691,4,2,,,,,,,,,,,,
691,34,1,1,1,,,,,,,,,,,1,3,70,691,172,1,691,6,2,691,172,1,691,6,2,,,,,,
691,35,1,1,1,,,,,,,,,,,,,,691,172,1,691,6,2,691,172,1,691,6,2,,,,,,
691,36,1,1,1,1,,,,,,,,,,,,,691,176,1,691,5,2,691,176,1,691,5,2,691,176,1,691,5,2
692,33,1,1,1,,1,3,852,1,3,1537,1,1,4443,1,2,659,692,5,1,692,171,2,692,5,1,692,171,2,,,,,,
692,38,1,1,,1,,,,,,,,,,1,3,3061,692,7,1,692,174,2,,,,,,,692,7,1,692,174,2
692,39,1,1,,1,,,,,,,,,,,,,692,7,1,692,174,2,,,,,,,692,7,1,692,174,2
694,33,1,1,,,,,,,,,,,,,,,694,4,1,694,173,2,,,,,,,,,,,,
694,34,1,1,,,,,,,,,,,,,,,694,4,1,694,173,2,,,,,,,,,,,,
698,34,1,1,1,,1,3,1364,1,3,593,1,3,259,1,2,2226,698,7,1,698,172,2,698,7,1,698,172,2,,,,,,
698,35,1,1,1,,,,,1,3,593,1,3,259,1,1,2616,698,7,1,698,172,2,698,7,1,698,172,2,,,,,,
699,33,1,1,1,,1,1,5382,1,1,4433,,,,,,,699,4,1,,,,699,4,1,699,175,,,,,,,
699,34,1,1,1,,1,1,7330,1,1,3202,,,,1,2,8292,699,4,1,,,,699,4,1,699,175,,,,,,,
699,35,1,1,1,1,,,,,,,,,,,,,699,174,1,699,5,2,699,174,1,699,5,2,699,174,1,699,5,2
699,36,1,1,1,1,,,,,,,,,,,,,699,174,1,699,5,2,699,174,1,699,5,2,699,174,1,699,5,2
700,32,1,1,1,1,,,,,,,,,,1,3,8547,700,176,1,700,30,2,700,176,1,,,,700,176,1,,,
700,34,1,1,1,1,,,,,,,,,,,,,700,176,1,700,30,2,700,176,1,,,,700,176,1,,,
702,32,1,1,1,1,,,,,,,,,,1,3,67,702,30,1,,,,702,30,1,,,,702,30,1,,,
704,30,1,1,1,,1,3,2522,1,3,1464,1,3,2058,1,3,110,704,3,1,704,170,2,704,3,1,,,,,,,,,
704,31,1,1,1,,,,,1,3,1464,1,3,2058,1,3,110,704,3,1,704,170,2,704,3,1,,,,,,,,,
706,30,1,1,1,1,,,,,,,,,,,,,706,170,1,706,7,2,706,170,1,706,7,2,706,170,1,706,7,2
706,171,1,1,1,1,,,,,,,,,,1,3,2092,706,170,1,706,7,2,706,170,1,706,7,2,706,170,1,706,7,2
706,177,1,1,1,1,,,,,,,,,,1,3,1749,706,5,1,706,175,2,706,5,1,706,175,2,706,5,1,706,175,2
707,30,1,1,1,1,,,,,,,1,3,2877,1,3,4830,707,171,1,707,3,2,707,171,1,707,3,2,707,171,1,,,
707,32,1,1,1,1,,,,,,,,,,,,,707,171,1,707,3,2,707,171,1,707,3,2,707,171,1,,,
709,38,1,1,1,1,,,,,,,,,,1,3,2388,709,7,1,709,177,2,709,7,1,709,177,2,709,7,1,709,177,2
709,39,1,1,1,1,,,,,,,,,,,,,709,7,1,709,177,2,709,7,1,709,177,2,709,7,1,709,177,2
709,40,1,1,1,1,,,,,,,,,,,,,709,34,1,709,170,3,709,34,1,709,181,2,709,34,1,709,192,
711,30,1,1,1,,1,3,6786,1,3,907,1,3,268,1,3,260,711,3,1,711,170,2,711,3,1,711,2,,,,,,,
711,31,1,1,1,1,,,,,,,1,3,268,1,3,260,711,3,1,711,170,2,711,3,1,711,2,,711,3,1,,,
712,34,1,1,1,,,,,,,,1,1,8694,1,1,1340,712,4,1,712,172,2,712,4,1,,,,,,,,,
713,37,1,1,1,1,,,,,,,,,,,,,713,176,1,713,6,2,713,176,1,713,6,2,713,176,1,713,6,2
713,39,1,1,1,1,,,,,,,,,,,,,713,33,1,713,185,2,713,33,1,713,185,2,713,33,1,713,185,2
713,184,1,1,1,1,,,,,,,,,,1,3,4590,713,183,1,713,190,,713,183,1,713,190,,713,183,1,713,190,
717,33,1,1,1,1,,,,,,,,,,,,,717,176,1,717,4,2,717,4,2,717,176,1,717,176,1,717,4,2
719,173,1,1,,,,,,,,,,,,,,,719,172,1,719,30,,,,,,,,,,,,,
722,34,1,1,1,1,,,,,,,,,,,,,722,178,1,722,30,2,722,178,1,722,30,2,722,178,1,722,30,2
722,35,1,1,1,1,,,,,,,,,,,,,722,32,1,722,179,2,722,32,1,,,,722,32,1,722,180,
725,31,1,1,1,1,,,,,,,,,,1,1,6534,725,177,1,,,,725,177,1,725,178,,725,177,1,725,178,
727,30,1,1,1,,1,3,6805,1,3,4097,1,3,5755,1,3,7697,727,3,1,727,171,,727,3,1,727,171,,,,,,,
728,32,1,1,1,,,,,,,,,,,,,,728,3,1,728,172,2,728,3,1,728,172,2,,,,,,
728,33,1,1,1,1,,,,,,,,,,,,,728,30,1,728,174,2,728,30,1,728,180,,728,30,1,728,180,
729,31,1,1,1,,,,,1,3,6665,1,3,2577,1,3,985,729,171,1,729,3,2,729,171,1,729,3,2,,,,,,
729,32,1,1,1,1,,,,,,,1,3,2577,1,3,985,729,171,1,729,3,2,729,171,1,729,3,2,729,171,1,,,
729,40,1,1,1,1,,,,,,,,,,1,3,1313,729,178,1,729,184,,729,183,,729,30,2,729,30,2,,,
729,41,1,1,1,1,,,,,,,,,,,,,729,177,1,729,6,2,729,6,2,729,188,,729,188,,729,6,2
729,42,1,1,1,1,,,,,,,,,,,,,729,178,1,729,184,,729,183,,729,30,2,729,30,2,,,
729,43,1,1,1,1,,,,,,,,,,,,,729,177,1,729,6,2,729,6,2,729,188,,729,188,,729,6,2
749,33,1,1,1,,1,2,3691,1,2,233,1,2,6358,1,2,4516,749,171,1,749,1,2,749,171,1,749,1,2,,,,,,
749,34,1,1,1,,,,,1,3,756,1,3,1883,1,3,1330,749,171,1,749,1,2,749,171,1,749,1,2,,,,,,
749,35,1,1,1,,,,,,,,,,,,,,749,173,1,749,3,2,749,173,1,749,181,,,,,,,
750,31,1,1,1,,1,3,2079,1,1,3022,1,1,652,1,1,782,750,170,1,750,4,2,750,170,1,750,4,2,,,,,,
750,32,1,1,1,1,,,,,,,,,,,,,750,170,1,750,4,2,750,170,1,750,4,2,750,170,1,750,4,2
750,33,1,1,,1,,,,,,,,,,,,,750,173,1,750,5,2,,,,,,,750,173,1,750,5,2
750,34,1,1,1,1,,,,,,,,,,,,,750,174,1,750,30,2,750,174,1,750,30,2,750,174,1,750,30,2
751,35,1,1,1,,1,1,6264,1,2,1636,,,,,,,751,5,2,,,,751,172,1,751,184,,,,,,,
751,37,1,1,1,1,,,,,,,,,,,,,751,31,1,,,,751,31,1,751,186,,751,31,1,751,186,
751,38,1,1,1,1,,,,,,,,,,,,,751,31,1,,,,751,31,1,751,186,,751,31,1,751,186,
751,39,1,1,1,1,,,,,,,,,,,,,751,30,1,751,178,2,751,30,1,751,178,2,751,30,1,751,178,2
759,31,1,1,,,1,3,2733,1,3,5989,1,3,1204,1,1,4038,759,171,1,759,21,2,,,,,,,,,,,,
760,30,1,1,1,1,,,,,,,,,,,,,760,174,1,760,3,2,760,174,1,760,3,2,760,174,1,,,
760,172,1,1,1,,,,,1,3,6616,1,3,2581,1,3,4861,760,171,1,760,4,2,760,171,1,760,4,2,,,,,,
760,173,1,1,1,1,,,,,,,,,,1,3,4861,760,171,1,760,4,2,760,171,1,760,4,2,760,171,1,760,4,2
760,176,1,1,1,1,,,,,,,,,,,,,760,174,1,760,3,2,760,174,1,760,3,2,760,174,1,,,
762,31,1,1,1,,,,,1,3,1913,1,3,1977,1,2,2765,762,4,1,762,170,2,762,4,1,762,170,2,,,,,,
762,174,1,1,,,,,,,,,,,,,,,762,173,1,762,3,,,,,,,,,,,,,
762,175,1,1,,,,,,,,,,,,,,,762,173,1,762,3,,,,,,,,,,,,,
769,33,1,1,,,,,,1,3,6985,,,,,,,769,4,1,769,174,,,,,,,,,,,,,
769,35,1,1,1,,,,,1,3,1419,1,3,2194,,,,769,3,1,769,172,2,769,3,1,769,172,2,,,,,,
769,36,1,1,1,,,,,1,3,1944,1,3,8001,1,3,444,769,173,1,769,1,2,769,173,1,769,1,2,,,,,,
769,37,1,1,1,1,,,,,,,1,3,8001,1,3,444,769,173,1,769,1,2,769,173,1,769,1,2,769,173,1,769,1,2
769,38,1,1,1,1,,,,,,,,,,1,3,496,769,4,1,769,174,2,769,4,1,769,174,2,769,4,1,769,174,2
